"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
22,"No","Travel_Rarely",217,"Research & Development",8,1,"Life Sciences",2,"Male",94,1,1,"Laboratory Technician",1,"Married",2451,6881,1,"No",15,3,1,1,4,3,2,4,3,1,1
27,"No","Travel_Rarely",1055,"Research & Development",2,4,"Life Sciences",1,"Female",47,3,2,"Manufacturing Director",4,"Married",4227,4658,0,"No",18,3,2,1,4,2,3,3,2,2,2
38,"No","Travel_Rarely",1035,"Sales",3,4,"Life Sciences",2,"Male",42,3,2,"Sales Executive",4,"Single",6861,4981,8,"Yes",12,3,3,0,19,1,3,1,0,0,0
50,"No","Non-Travel",145,"Sales",1,3,"Life Sciences",4,"Female",95,3,2,"Sales Executive",3,"Married",6347,24920,0,"No",12,3,1,1,19,3,3,18,7,0,13
33,"No","Non-Travel",1038,"Sales",8,1,"Life Sciences",2,"Female",88,2,1,"Sales Representative",4,"Single",2342,21437,0,"No",19,3,4,0,3,2,2,2,2,2,2
34,"No","Travel_Rarely",216,"Sales",1,4,"Marketing",2,"Male",75,4,2,"Sales Executive",4,"Divorced",9725,12278,0,"No",11,3,4,1,16,2,2,15,1,0,9
59,"No","Travel_Rarely",1089,"Sales",1,2,"Technical Degree",2,"Male",66,3,3,"Manager",4,"Married",11904,11038,3,"Yes",14,3,3,1,14,1,1,6,4,0,4
45,"No","Travel_Rarely",788,"Human Resources",24,4,"Medical",2,"Male",36,3,1,"Human Resources",2,"Single",2177,8318,1,"No",16,3,1,0,6,3,3,6,3,0,4
34,"No","Travel_Rarely",1333,"Sales",10,4,"Life Sciences",3,"Female",87,3,1,"Sales Representative",3,"Married",2220,18410,1,"Yes",19,3,4,1,1,2,3,1,1,0,0
38,"No","Travel_Frequently",1186,"Research & Development",3,4,"Other",3,"Male",44,3,1,"Research Scientist",3,"Married",2821,2997,3,"No",16,3,1,1,8,2,3,2,2,2,2
37,"No","Travel_Rarely",124,"Research & Development",3,3,"Other",4,"Female",35,3,2,"Healthcare Representative",2,"Single",4107,13848,3,"No",15,3,1,0,8,3,2,4,3,0,1
56,"No","Travel_Frequently",1240,"Research & Development",9,3,"Medical",1,"Female",63,3,1,"Research Scientist",3,"Married",2942,12154,2,"No",19,3,2,1,18,4,3,5,4,0,3
26,"No","Travel_Rarely",192,"Research & Development",1,2,"Medical",1,"Male",59,2,1,"Laboratory Technician",1,"Married",3955,11141,1,"No",16,3,1,2,6,2,3,5,3,1,3
30,"No","Travel_Rarely",1176,"Research & Development",20,3,"Other",3,"Male",85,3,2,"Manufacturing Director",1,"Married",9957,9096,0,"No",15,3,3,1,7,1,2,6,2,0,2
41,"No","Travel_Rarely",509,"Research & Development",7,2,"Technical Degree",2,"Female",43,4,1,"Research Scientist",3,"Married",3376,18863,1,"No",13,3,3,0,10,3,3,10,6,0,8
38,"No","Travel_Rarely",330,"Research & Development",17,1,"Life Sciences",3,"Female",65,2,3,"Healthcare Representative",3,"Married",8823,24608,0,"No",18,3,1,1,20,4,2,19,9,1,9
55,"No","Travel_Frequently",1091,"Research & Development",2,1,"Life Sciences",4,"Male",65,3,3,"Manufacturing Director",2,"Married",10976,15813,3,"No",18,3,2,1,23,4,3,3,2,1,2
28,"No","Travel_Rarely",857,"Research & Development",10,3,"Other",3,"Female",59,3,2,"Research Scientist",3,"Single",3660,7909,3,"No",13,3,4,0,10,4,4,8,7,1,7
33,"No","Travel_Rarely",654,"Research & Development",5,3,"Life Sciences",4,"Male",34,2,3,"Healthcare Representative",4,"Divorced",7119,21214,4,"No",15,3,3,1,9,2,3,3,2,1,2
34,"No","Travel_Frequently",618,"Research & Development",3,1,"Life Sciences",1,"Male",45,3,2,"Healthcare Representative",4,"Single",7756,22266,0,"No",17,3,3,0,7,1,2,6,2,0,4
33,"No","Travel_Frequently",970,"Sales",7,3,"Life Sciences",4,"Female",30,3,2,"Sales Executive",2,"Married",4302,13401,0,"No",17,3,3,1,4,3,3,3,2,0,2
45,"No","Non-Travel",1050,"Sales",9,4,"Life Sciences",2,"Female",65,2,2,"Sales Executive",3,"Married",5593,17970,1,"No",13,3,4,1,15,2,3,15,10,4,12
52,"No","Travel_Rarely",994,"Research & Development",7,4,"Life Sciences",2,"Male",87,3,3,"Healthcare Representative",2,"Single",10445,15322,7,"No",19,3,4,0,18,4,3,8,6,4,0
38,"No","Travel_Rarely",770,"Sales",10,4,"Marketing",3,"Male",73,2,3,"Sales Executive",3,"Divorced",8740,5569,0,"Yes",14,3,2,2,9,2,3,8,7,2,7
38,"No","Travel_Rarely",130,"Sales",2,2,"Marketing",4,"Male",32,3,3,"Sales Executive",2,"Single",7351,20619,7,"No",16,3,3,0,10,2,3,1,0,0,0
43,"No","Travel_Frequently",1082,"Research & Development",27,3,"Life Sciences",3,"Female",83,3,3,"Manufacturing Director",1,"Married",10820,11535,8,"No",11,3,3,1,18,1,3,8,7,0,1
31,"No","Travel_Frequently",793,"Sales",20,3,"Life Sciences",3,"Male",67,4,1,"Sales Representative",4,"Married",2791,21981,0,"No",12,3,1,1,3,4,3,2,2,2,2
28,"No","Travel_Rarely",1451,"Research & Development",2,1,"Life Sciences",1,"Male",67,2,1,"Research Scientist",2,"Married",3201,19911,0,"No",17,3,1,0,6,2,1,5,3,0,4
35,"No","Travel_Frequently",1182,"Sales",11,2,"Marketing",4,"Male",54,3,2,"Sales Executive",4,"Divorced",4968,18500,1,"No",11,3,4,1,5,3,3,5,2,0,2
34,"No","Travel_Frequently",1003,"Research & Development",2,2,"Life Sciences",4,"Male",95,3,2,"Manufacturing Director",3,"Single",4033,15834,2,"No",11,3,4,0,5,3,2,3,2,0,2
29,"No","Travel_Frequently",490,"Research & Development",10,3,"Life Sciences",4,"Female",61,3,1,"Research Scientist",2,"Divorced",3291,17940,0,"No",14,3,4,2,8,2,2,7,5,1,1
42,"No","Travel_Rarely",188,"Research & Development",29,3,"Medical",2,"Male",56,1,2,"Laboratory Technician",4,"Single",4272,9558,4,"No",19,3,1,0,16,3,3,1,0,0,0
29,"No","Travel_Rarely",718,"Research & Development",8,1,"Medical",2,"Male",79,2,2,"Manufacturing Director",4,"Married",5056,17689,1,"Yes",15,3,3,1,10,2,2,10,7,1,2
38,"No","Travel_Rarely",433,"Human Resources",1,3,"Human Resources",3,"Male",37,4,1,"Human Resources",3,"Married",2844,6004,1,"No",13,3,4,1,7,2,4,7,6,5,0
28,"No","Travel_Frequently",773,"Research & Development",6,3,"Life Sciences",3,"Male",39,2,1,"Research Scientist",3,"Divorced",2703,22088,1,"Yes",14,3,4,1,3,2,3,3,1,0,2
41,"No","Travel_Rarely",167,"Research & Development",12,4,"Life Sciences",2,"Male",46,3,1,"Laboratory Technician",4,"Married",4766,9051,3,"Yes",11,3,1,1,6,4,3,1,0,0,0
37,"No","Travel_Rarely",367,"Research & Development",25,2,"Medical",3,"Female",52,2,2,"Healthcare Representative",4,"Divorced",5731,17171,7,"No",13,3,3,2,9,2,3,6,2,1,3
35,"No","Travel_Rarely",528,"Human Resources",8,4,"Technical Degree",3,"Male",100,3,1,"Human Resources",3,"Single",4323,7108,1,"No",17,3,2,0,6,2,1,5,4,1,4
42,"No","Travel_Rarely",647,"Sales",4,4,"Marketing",2,"Male",45,3,2,"Sales Executive",1,"Single",5155,2253,7,"No",13,3,4,0,9,3,4,6,4,1,5
35,"No","Travel_Rarely",982,"Research & Development",1,4,"Medical",4,"Male",58,2,1,"Laboratory Technician",3,"Married",2258,16340,6,"No",12,3,2,1,10,2,3,8,0,1,7
30,"No","Travel_Rarely",852,"Sales",10,3,"Marketing",3,"Male",72,2,2,"Sales Executive",3,"Married",6578,2706,1,"No",18,3,1,1,10,3,3,10,3,1,4
40,"No","Travel_Frequently",902,"Research & Development",26,2,"Medical",3,"Female",92,2,2,"Research Scientist",4,"Married",4422,21203,3,"Yes",13,3,4,1,16,3,1,1,1,0,0
35,"No","Travel_Frequently",636,"Research & Development",4,4,"Other",4,"Male",47,2,1,"Laboratory Technician",4,"Married",2376,26537,1,"No",13,3,2,1,2,2,4,2,2,2,2
45,"No","Travel_Rarely",1457,"Research & Development",7,3,"Medical",1,"Female",83,3,1,"Research Scientist",3,"Married",4477,20100,4,"Yes",19,3,3,1,7,2,2,3,2,0,2
37,"No","Travel_Rarely",977,"Research & Development",1,3,"Life Sciences",4,"Female",56,2,2,"Manufacturing Director",4,"Married",6474,9961,1,"No",13,3,2,1,14,2,2,14,8,3,11
20,"No","Travel_Rarely",805,"Research & Development",3,3,"Life Sciences",1,"Male",87,2,1,"Laboratory Technician",3,"Single",3033,12828,1,"No",12,3,1,0,2,2,2,2,2,1,2
29,"No","Travel_Rarely",942,"Research & Development",15,1,"Life Sciences",2,"Female",69,1,1,"Research Scientist",4,"Married",2168,26933,0,"Yes",18,3,1,1,6,2,2,5,4,1,3
44,"No","Non-Travel",111,"Research & Development",17,3,"Life Sciences",4,"Male",74,1,1,"Research Scientist",3,"Single",2290,4279,2,"No",13,3,4,0,6,3,3,0,0,0,0
33,"No","Travel_Rarely",147,"Human Resources",2,3,"Human Resources",2,"Male",99,3,1,"Human Resources",3,"Married",3600,8429,1,"No",13,3,4,1,5,2,3,5,4,1,4
33,"No","Travel_Frequently",1146,"Sales",25,3,"Medical",2,"Female",82,3,2,"Sales Executive",3,"Married",4539,4905,1,"No",12,3,1,1,10,3,2,10,7,0,1
36,"No","Travel_Rarely",917,"Research & Development",6,4,"Life Sciences",3,"Male",60,1,1,"Laboratory Technician",3,"Divorced",2741,6865,1,"No",14,3,3,1,7,4,3,7,7,1,7
20,"No","Travel_Rarely",654,"Sales",21,3,"Marketing",3,"Male",43,4,1,"Sales Representative",4,"Single",2678,5050,1,"No",17,3,4,0,2,2,3,2,1,2,2
46,"No","Travel_Rarely",150,"Research & Development",2,4,"Technical Degree",4,"Male",60,3,2,"Manufacturing Director",4,"Divorced",7379,17433,2,"No",11,3,3,1,12,3,2,6,3,1,4
42,"No","Non-Travel",179,"Human Resources",2,5,"Medical",4,"Male",79,4,2,"Human Resources",1,"Married",6272,12858,7,"No",16,3,1,1,10,3,4,4,3,0,3
60,"No","Travel_Rarely",696,"Sales",7,4,"Marketing",2,"Male",52,4,2,"Sales Executive",4,"Divorced",5220,10893,0,"Yes",18,3,2,1,12,3,3,11,7,1,9
32,"No","Travel_Frequently",1316,"Research & Development",2,2,"Life Sciences",4,"Female",38,3,2,"Research Scientist",3,"Single",4998,2338,4,"Yes",14,3,4,0,10,2,3,8,7,0,7
40,"No","Travel_Rarely",107,"Sales",10,3,"Technical Degree",2,"Female",84,2,2,"Sales Executive",2,"Divorced",6852,11591,7,"No",12,3,2,1,7,2,4,5,1,1,3
25,"No","Travel_Rarely",1356,"Sales",10,4,"Life Sciences",3,"Male",57,3,2,"Sales Executive",4,"Single",4950,20623,0,"No",14,3,2,0,5,4,3,4,3,1,1
31,"No","Travel_Rarely",1332,"Research & Development",11,2,"Medical",3,"Male",80,3,2,"Healthcare Representative",1,"Married",6833,17089,1,"Yes",12,3,4,0,6,2,2,6,5,0,1
31,"No","Travel_Rarely",1062,"Research & Development",24,3,"Medical",3,"Female",96,2,2,"Healthcare Representative",1,"Single",6812,17198,1,"No",19,3,2,0,10,2,3,10,9,1,8
59,"No","Travel_Rarely",326,"Sales",3,3,"Life Sciences",3,"Female",48,2,2,"Sales Executive",4,"Single",5171,16490,5,"No",17,3,4,0,13,2,3,6,1,0,5
36,"No","Travel_Frequently",469,"Research & Development",3,3,"Technical Degree",3,"Male",46,3,1,"Research Scientist",2,"Married",3692,9256,1,"No",12,3,3,0,12,2,2,11,10,0,7
48,"No","Travel_Rarely",969,"Research & Development",2,2,"Technical Degree",4,"Male",76,4,1,"Laboratory Technician",2,"Single",2559,16620,5,"No",11,3,3,0,7,4,2,1,0,0,0
29,"No","Travel_Rarely",1329,"Research & Development",7,3,"Life Sciences",3,"Male",82,3,2,"Healthcare Representative",4,"Divorced",6623,4204,1,"Yes",11,3,2,2,6,2,3,6,0,1,0
33,"No","Travel_Rarely",536,"Sales",10,5,"Marketing",4,"Male",82,4,3,"Sales Executive",3,"Divorced",8380,21708,0,"Yes",14,3,4,2,10,3,3,9,8,0,8
19,"No","Travel_Rarely",265,"Research & Development",25,3,"Life Sciences",2,"Female",57,4,1,"Research Scientist",4,"Single",2994,21221,1,"Yes",12,3,4,0,1,2,3,1,0,0,1
34,"No","Travel_Rarely",131,"Sales",2,3,"Marketing",3,"Female",86,3,2,"Sales Executive",1,"Single",4538,6039,0,"Yes",12,3,4,0,4,3,3,3,2,0,2
34,"No","Travel_Frequently",135,"Research & Development",19,3,"Medical",3,"Female",46,3,2,"Laboratory Technician",2,"Divorced",4444,22534,4,"No",13,3,3,2,15,2,4,11,8,5,10
28,"No","Travel_Frequently",791,"Research & Development",1,4,"Medical",4,"Male",44,3,1,"Laboratory Technician",3,"Single",2154,6842,0,"Yes",11,3,3,0,5,2,2,4,2,0,2
35,"No","Travel_Rarely",735,"Research & Development",6,1,"Life Sciences",3,"Male",66,3,1,"Research Scientist",3,"Married",3506,6020,0,"Yes",14,3,4,0,4,3,3,3,2,2,2
42,"No","Travel_Rarely",603,"Research & Development",7,4,"Medical",2,"Female",78,4,2,"Research Scientist",2,"Married",2372,5628,6,"Yes",16,3,4,0,18,2,3,1,0,0,0
28,"No","Travel_Frequently",193,"Research & Development",2,3,"Life Sciences",4,"Male",52,2,1,"Laboratory Technician",4,"Married",3867,14222,1,"Yes",12,3,2,1,2,2,3,2,2,2,2
30,"No","Non-Travel",879,"Research & Development",9,2,"Medical",3,"Female",72,3,2,"Manufacturing Director",3,"Single",4695,12858,7,"Yes",18,3,3,0,10,3,3,8,4,1,7
28,"No","Travel_Rarely",640,"Research & Development",1,3,"Technical Degree",4,"Male",84,3,1,"Research Scientist",1,"Single",2080,4732,2,"No",11,3,2,0,5,2,2,3,2,1,2
25,"No","Travel_Rarely",266,"Research & Development",1,3,"Medical",4,"Female",40,3,1,"Research Scientist",2,"Single",2096,18830,1,"No",18,3,4,0,2,3,2,2,2,2,1
32,"No","Travel_Rarely",604,"Sales",8,3,"Medical",3,"Male",56,4,2,"Sales Executive",4,"Married",6209,11693,1,"No",15,3,3,2,10,4,4,10,7,0,8
58,"No","Travel_Rarely",848,"Research & Development",23,4,"Life Sciences",1,"Male",88,3,1,"Research Scientist",3,"Divorced",2372,26076,1,"No",12,3,4,2,2,3,3,2,2,2,2
46,"No","Travel_Rarely",991,"Human Resources",1,2,"Life Sciences",4,"Female",44,3,1,"Human Resources",1,"Single",3423,22957,6,"No",12,3,3,0,10,3,4,7,6,5,7
41,"No","Travel_Frequently",1018,"Sales",1,3,"Marketing",3,"Female",66,3,2,"Sales Executive",1,"Divorced",4103,4297,0,"No",17,3,4,1,10,2,3,9,3,1,7
35,"No","Travel_Frequently",482,"Research & Development",4,4,"Life Sciences",3,"Male",87,3,2,"Research Scientist",3,"Single",4249,2690,1,"Yes",11,3,2,0,9,3,3,9,6,1,1
38,"No","Travel_Rarely",1009,"Sales",2,2,"Life Sciences",2,"Female",31,3,2,"Sales Executive",1,"Divorced",6893,19461,3,"No",15,3,4,1,11,3,3,7,7,1,7
48,"No","Travel_Rarely",855,"Research & Development",4,3,"Life Sciences",4,"Male",54,3,3,"Manufacturing Director",4,"Single",7898,18706,1,"No",11,3,3,0,11,2,3,10,9,0,8
27,"No","Travel_Rarely",1291,"Sales",11,3,"Medical",3,"Female",98,4,1,"Sales Representative",4,"Married",2534,6527,8,"No",14,3,2,1,5,4,3,1,0,0,0
34,"No","Travel_Rarely",404,"Research & Development",2,4,"Technical Degree",3,"Female",98,3,2,"Healthcare Representative",4,"Single",6687,6163,1,"No",11,3,4,0,14,2,4,14,11,4,11
39,"No","Travel_Rarely",1498,"Sales",21,4,"Life Sciences",1,"Male",44,2,2,"Sales Executive",4,"Married",6120,3567,3,"Yes",12,3,4,2,8,2,4,5,4,1,4
41,"No","Travel_Frequently",1200,"Research & Development",22,3,"Life Sciences",4,"Female",75,3,2,"Research Scientist",4,"Divorced",5467,13953,3,"Yes",14,3,1,2,12,4,2,6,2,3,3
37,"No","Travel_Rarely",1439,"Research & Development",4,1,"Life Sciences",3,"Male",54,3,1,"Research Scientist",3,"Married",2996,5182,7,"Yes",15,3,4,0,8,2,3,6,4,1,3
33,"No","Travel_Frequently",1111,"Sales",5,1,"Life Sciences",2,"Male",61,3,2,"Sales Executive",4,"Married",9998,19293,6,"No",13,3,1,0,8,2,4,5,4,1,2
25,"No","Travel_Rarely",1372,"Sales",18,1,"Life Sciences",1,"Male",93,4,2,"Sales Executive",3,"Married",6232,12477,2,"No",11,3,2,0,6,3,2,3,2,1,2
27,"No","Travel_Rarely",205,"Sales",10,3,"Marketing",4,"Female",98,2,2,"Sales Executive",4,"Married",5769,7100,1,"Yes",11,3,4,0,6,3,3,6,2,4,4
26,"No","Travel_Rarely",683,"Research & Development",2,1,"Medical",1,"Male",36,2,1,"Research Scientist",4,"Single",3904,4050,0,"No",12,3,4,0,5,2,3,4,3,1,1
35,"No","Travel_Frequently",200,"Research & Development",18,2,"Life Sciences",3,"Male",60,3,3,"Manufacturing Director",4,"Single",9362,19944,2,"No",11,3,3,0,10,2,3,2,2,2,2
25,"No","Travel_Rarely",949,"Research & Development",1,3,"Technical Degree",1,"Male",81,3,1,"Laboratory Technician",4,"Married",3229,4910,4,"No",11,3,2,1,7,2,2,3,2,0,2
26,"No","Travel_Rarely",652,"Research & Development",7,3,"Other",3,"Male",100,4,1,"Laboratory Technician",1,"Single",3578,23577,0,"No",12,3,4,0,8,2,3,7,7,0,7
29,"No","Travel_Rarely",332,"Human Resources",17,3,"Other",2,"Male",51,2,3,"Human Resources",1,"Single",7988,9769,1,"No",13,3,1,0,10,3,2,10,9,0,9
36,"No","Travel_Rarely",1174,"Sales",3,4,"Marketing",1,"Female",99,3,2,"Sales Executive",2,"Single",9278,20763,3,"Yes",16,3,4,0,15,3,3,5,4,0,1
30,"No","Travel_Rarely",855,"Sales",7,4,"Marketing",4,"Female",73,3,2,"Sales Executive",1,"Divorced",4779,12761,7,"No",14,3,2,2,8,3,3,3,2,0,2
34,"No","Travel_Frequently",560,"Research & Development",1,4,"Other",4,"Male",91,3,1,"Research Scientist",1,"Divorced",2996,20284,5,"No",14,3,3,2,10,2,3,4,3,1,3
27,"No","Travel_Rarely",1377,"Research & Development",11,1,"Life Sciences",2,"Male",91,3,1,"Laboratory Technician",1,"Married",2099,7679,0,"No",14,3,2,0,6,3,4,5,0,1,4
36,"No","Travel_Rarely",172,"Research & Development",4,4,"Life Sciences",1,"Male",37,2,2,"Laboratory Technician",4,"Single",5810,22604,1,"No",16,3,3,0,10,2,2,10,4,1,8
36,"No","Travel_Rarely",329,"Sales",16,4,"Marketing",3,"Female",98,2,2,"Sales Executive",1,"Married",5647,13494,4,"No",13,3,1,2,11,3,2,3,2,0,2
47,"No","Travel_Rarely",465,"Research & Development",1,3,"Technical Degree",1,"Male",74,3,1,"Research Scientist",4,"Married",3420,10205,7,"No",12,3,3,1,17,2,2,6,5,1,2
37,"No","Non-Travel",1413,"Research & Development",5,2,"Technical Degree",3,"Male",84,4,1,"Laboratory Technician",3,"Single",3500,25470,0,"No",14,3,1,0,7,2,1,6,5,1,3
24,"No","Travel_Rarely",1476,"Sales",4,1,"Medical",4,"Female",42,3,2,"Sales Executive",3,"Married",4162,15211,1,"Yes",12,3,3,2,5,3,3,5,4,0,3
32,"No","Travel_Rarely",601,"Sales",7,5,"Marketing",4,"Male",97,3,2,"Sales Executive",4,"Married",9204,23343,4,"No",12,3,3,1,7,3,2,4,3,0,3
34,"No","Travel_Rarely",401,"Research & Development",1,3,"Life Sciences",4,"Female",86,2,1,"Laboratory Technician",2,"Married",3294,3708,5,"No",17,3,1,1,7,2,2,5,4,0,2
40,"No","Non-Travel",663,"Research & Development",9,4,"Other",3,"Male",81,3,2,"Laboratory Technician",3,"Divorced",3975,23099,3,"No",11,3,3,2,11,2,4,8,7,0,7
45,"No","Travel_Rarely",1038,"Research & Development",20,3,"Medical",2,"Male",95,1,3,"Healthcare Representative",1,"Divorced",10851,19863,2,"Yes",18,3,2,1,24,2,3,7,7,0,7
45,"No","Travel_Rarely",1448,"Research & Development",29,3,"Technical Degree",2,"Male",55,3,3,"Manufacturing Director",4,"Married",9380,14720,4,"Yes",18,3,4,2,10,4,4,3,1,1,2
28,"No","Travel_Rarely",866,"Sales",5,3,"Medical",4,"Male",84,3,2,"Sales Executive",1,"Single",8463,23490,0,"No",18,3,4,0,6,4,3,5,4,1,3
40,"No","Travel_Rarely",896,"Research & Development",2,3,"Medical",3,"Male",68,3,1,"Research Scientist",3,"Divorced",2345,8045,2,"No",14,3,3,1,8,3,4,3,1,1,2
44,"No","Travel_Rarely",1467,"Research & Development",20,3,"Life Sciences",4,"Male",49,3,1,"Research Scientist",2,"Single",3420,21158,1,"No",13,3,3,0,6,3,2,5,2,1,3
33,"No","Travel_Frequently",430,"Sales",7,3,"Medical",4,"Male",54,3,2,"Sales Executive",1,"Married",4373,17456,0,"No",14,3,1,2,5,2,3,4,3,0,3
34,"No","Travel_Rarely",1326,"Sales",3,3,"Other",4,"Male",81,1,2,"Sales Executive",1,"Single",4759,15891,3,"No",18,3,4,0,15,2,3,13,9,3,12
30,"No","Travel_Rarely",1358,"Sales",16,1,"Life Sciences",4,"Male",96,3,2,"Sales Executive",3,"Married",5301,2939,8,"No",15,3,3,2,4,2,2,2,1,2,2
42,"No","Travel_Frequently",748,"Research & Development",9,2,"Medical",1,"Female",74,3,1,"Laboratory Technician",4,"Single",3673,16458,1,"No",13,3,3,0,12,3,3,12,9,5,8
44,"No","Travel_Frequently",383,"Sales",1,5,"Marketing",1,"Female",79,3,2,"Sales Executive",3,"Married",4768,9282,7,"No",12,3,3,1,11,4,2,1,0,0,0
30,"No","Non-Travel",990,"Research & Development",7,3,"Technical Degree",3,"Male",64,3,1,"Research Scientist",3,"Divorced",1274,7152,1,"No",13,3,2,2,1,2,2,1,0,0,0
35,"No","Travel_Rarely",660,"Sales",7,1,"Life Sciences",4,"Male",76,3,1,"Sales Representative",3,"Married",2404,16192,1,"No",13,3,1,1,1,3,3,1,0,0,0
24,"No","Non-Travel",830,"Sales",13,2,"Life Sciences",4,"Female",78,3,1,"Sales Representative",2,"Married",2033,7103,1,"No",13,3,3,1,1,2,3,1,0,0,0
44,"No","Travel_Frequently",1193,"Research & Development",2,1,"Medical",2,"Male",86,3,3,"Manufacturing Director",3,"Single",10209,19719,5,"Yes",18,3,2,0,16,2,2,2,2,2,2
29,"No","Travel_Rarely",1246,"Sales",19,3,"Life Sciences",3,"Male",77,2,2,"Sales Executive",3,"Divorced",8620,23757,1,"No",14,3,3,2,10,3,3,10,7,0,4
55,"No","Travel_Rarely",1229,"Research & Development",4,4,"Life Sciences",4,"Male",30,3,2,"Healthcare Representative",3,"Married",4035,16143,0,"Yes",16,3,2,0,4,2,3,3,2,1,2
47,"No","Travel_Rarely",571,"Sales",14,3,"Medical",3,"Female",78,3,2,"Sales Executive",3,"Married",4591,24200,3,"Yes",17,3,3,1,11,4,2,5,4,1,2
28,"No","Travel_Rarely",1423,"Research & Development",1,3,"Life Sciences",1,"Male",72,2,1,"Research Scientist",3,"Divorced",1563,12530,1,"No",14,3,4,1,1,2,1,1,0,0,0
28,"No","Travel_Rarely",1083,"Research & Development",29,1,"Life Sciences",3,"Male",96,1,2,"Manufacturing Director",2,"Married",6549,3173,1,"No",14,3,2,2,8,2,2,8,6,1,7
39,"No","Travel_Rarely",1089,"Research & Development",6,3,"Life Sciences",2,"Female",32,3,3,"Manufacturing Director",2,"Single",8376,9150,4,"No",18,3,4,0,9,3,3,2,0,2,2
35,"No","Travel_Rarely",1029,"Research & Development",16,3,"Life Sciences",4,"Female",91,2,3,"Healthcare Representative",2,"Single",8606,21195,1,"No",19,3,4,0,11,3,1,11,8,3,3
23,"No","Travel_Rarely",507,"Research & Development",20,1,"Life Sciences",1,"Male",97,3,2,"Laboratory Technician",3,"Single",2272,24812,0,"No",14,3,2,0,5,2,3,4,3,1,2
42,"No","Travel_Rarely",1210,"Research & Development",2,3,"Medical",3,"Male",68,2,1,"Laboratory Technician",2,"Married",4841,24052,4,"No",14,3,2,1,4,3,3,1,0,0,0
37,"No","Travel_Rarely",674,"Research & Development",13,3,"Medical",1,"Male",47,3,2,"Research Scientist",4,"Married",4285,3031,1,"No",17,3,1,0,10,2,3,10,8,3,7
29,"No","Travel_Rarely",441,"Research & Development",8,1,"Other",3,"Female",39,1,2,"Healthcare Representative",1,"Married",9715,7288,3,"No",13,3,3,1,9,3,3,7,7,0,7
33,"No","Travel_Rarely",575,"Research & Development",25,3,"Life Sciences",4,"Male",44,2,2,"Manufacturing Director",2,"Single",4320,24152,1,"No",13,3,4,0,5,2,3,5,3,0,2
33,"No","Travel_Rarely",589,"Research & Development",28,4,"Life Sciences",2,"Male",79,3,2,"Laboratory Technician",3,"Married",5207,22949,1,"Yes",12,3,2,1,15,3,3,15,14,5,7
40,"No","Non-Travel",1142,"Research & Development",8,2,"Life Sciences",4,"Male",72,3,2,"Healthcare Representative",4,"Divorced",4069,8841,3,"Yes",18,3,3,0,8,2,3,2,2,2,2
32,"No","Travel_Rarely",824,"Research & Development",5,2,"Life Sciences",4,"Female",67,2,2,"Research Scientist",2,"Married",5878,15624,3,"No",12,3,1,1,12,2,3,7,1,2,5
29,"No","Travel_Rarely",598,"Research & Development",9,3,"Life Sciences",3,"Male",91,4,1,"Research Scientist",3,"Married",2451,22376,6,"No",18,3,1,2,5,2,2,1,0,0,0
38,"No","Travel_Frequently",888,"Human Resources",10,4,"Human Resources",3,"Male",71,3,2,"Human Resources",3,"Married",6077,14814,3,"No",11,3,3,0,10,2,3,6,3,1,2
35,"No","Travel_Rarely",992,"Research & Development",1,3,"Medical",4,"Male",68,2,1,"Laboratory Technician",1,"Single",2450,21731,1,"No",19,3,2,0,3,3,3,3,0,1,2
30,"No","Travel_Rarely",1288,"Sales",29,4,"Technical Degree",3,"Male",33,3,3,"Sales Executive",2,"Married",9250,17799,3,"No",12,3,2,1,9,3,3,4,2,1,3
32,"No","Non-Travel",1200,"Research & Development",1,4,"Technical Degree",4,"Male",62,3,2,"Research Scientist",1,"Married",4087,25174,4,"No",14,3,2,1,9,3,2,6,5,1,2
34,"No","Travel_Rarely",479,"Research & Development",7,4,"Medical",1,"Male",35,3,1,"Research Scientist",4,"Single",2972,22061,1,"No",13,3,3,0,1,4,1,1,0,0,0
29,"No","Travel_Rarely",1370,"Research & Development",3,1,"Medical",2,"Male",87,3,1,"Laboratory Technician",1,"Single",4723,16213,1,"Yes",18,3,4,0,10,3,3,10,9,1,5
35,"No","Travel_Rarely",670,"Research & Development",10,4,"Medical",1,"Female",51,3,2,"Healthcare Representative",3,"Single",6142,4223,3,"Yes",16,3,3,0,10,4,3,5,2,0,4
23,"No","Travel_Rarely",977,"Research & Development",10,3,"Technical Degree",4,"Male",45,4,1,"Research Scientist",3,"Married",2073,12826,2,"No",16,3,4,1,4,2,3,2,2,2,2
36,"No","Travel_Frequently",1302,"Research & Development",6,4,"Life Sciences",1,"Male",80,4,2,"Laboratory Technician",1,"Married",5562,19711,3,"Yes",13,3,4,1,9,3,3,3,2,0,2
